"","date","total_stake","unbonded_amount"
"61",2020-08-17,496777802.845252,1619341.13548353
"62",2020-08-18,495970072.141508,5376817.24102169
"63",2020-08-19,500980523.62246,9666222.17531962
"64",2020-08-20,507734546.330362,115925.944111265
"65",2020-08-21,514438411.406503,441885.860681811
"66",2020-08-22,556015669.961944,473210.304946378
"67",2020-08-23,560295824.893897,1646249.41046475
"68",2020-08-24,563507795.593066,410462.377822371
"69",2020-08-25,570344815.871504,6448617.5785865
"70",2020-08-26,573867309.451237,5691672.05520444
"71",2020-08-27,570688754.573631,1207634.09133903
"72",2020-08-28,570797444.321198,1983971.33048535
"73",2020-08-29,572229637.096376,218532.714574964
"74",2020-08-30,576520162.878105,501235.254422156
"75",2020-08-31,577713416.723913,373158.075053549
"76",2020-09-01,580373538.932711,1676903.11512637
"77",2020-09-02,584585667.297449,1831445.45575884
"78",2020-09-03,586603899.380424,910091.016340673
"79",2020-09-04,585267598.74881,409231.399813286
"80",2020-09-05,586341499.524893,945910.644606579
"81",2020-09-06,586638421.772853,974756.816870828
"82",2020-09-07,587290477.731189,91923.4302935983
"83",2020-09-08,587307725.889228,156588.094759497
"84",2020-09-09,590995279.021503,195404.008743248
"85",2020-09-10,592972547.004893,1977267.32410249
"86",2020-09-11,594327050.10666,338670.08574437
"87",2020-09-12,593892123.933565,39989.5547903171
"88",2020-09-13,594778235.221795,826291.221125011
"89",2020-09-14,596794070.803659,1765490.19680899
"90",2020-09-15,600785085.807952,250638.001883369
"91",2020-09-16,598740711.365731,727502.385154342
"92",2020-09-17,602934218.912037,239685.855553044
"93",2020-09-18,603672316.517664,482987.564029463
"94",2020-09-19,603201656.22557,1298580.1805084
"95",2020-09-20,601463915.117162,733859.747262562
"96",2020-09-21,604920312.5036,162203.097483092
"97",2020-09-22,607651750.902265,56526.7721204596
"98",2020-09-23,614953738.570465,5118004.38737074
